Chip Defense;https://f-droid.org/en/packages/de.chadenas.cpudefense/index.html;Chip Defense is a casual game for Android devices of the tower defense genre It centres around a design of electric circuits and logical chips evoking the good ol days of 8 bit microprocessorsThe attackers in this game are represented as bits and bytes To defend the cpu against them the player builds chips in designated slots These towers deal damage by operations such as subtraction right shift bitwise and etc As usual in these games the chips can be upgraded in strengthThe game features heroes of the information age persons that had great influence on the development of modern computers They come with a short biography und provide global bonuses that make the game considerably easierCurrently there are more than 20 heroes and heroines The game comes with 32 predefined levels but it has also an endless mode with randomly generated levels;https://f-droid.org/repo/de.chadenas.cpudefense_40.apk;This version requires Android 5.0 or newer.;https://github.com/ochadenas/cpudefense;https://github.com/ochadenas/cpudefense/issues;1.40;
Unciv;https://f-droid.org/en/packages/com.unciv.app/index.html;An opensource reimplementation of the most famous civilizationbuilding game ever  fast small no ads free foreverBuild your civilization research technologies expand your cities and defeat your foesRequests Bugs Want to help development Todo list for the application is httpsgithubcomyairm210UncivissuesQuestions Comments Join us on discord at httpsdiscordggbjrB4Xw Want to help translating the game into your language See httpsyairm210githubioUncivOtherTranslatingThe world awaits Will you build your civilization into an empire that will stand the test of timeThe have full network access permission is required for userinitiated downloads and the multiplayer feature All other listed permissions are included automatically by the API used to implement multiplayer turn notifications Network permissions are used to list mods download mods download music and to uploaddownload multiplayer games No other internet communication is initiated by Unciv;https://f-droid.org/repo/com.unciv.app_1034.apk;This version requires Android 5.0 or newer.;https://github.com/yairm210/Unciv;https://github.com/yairm210/Unciv/issues;4.12.17;view network connections <-> run foreground service <-> have full network access <-> show notifications <-> run at startup <-> prevent phone from sleeping <-> com.unciv.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
FilmFacts;https://f-droid.org/en/packages/com.movietrivia.filmfacts/index.html;FilmFacts lets you bring the excitement of movie trivia wherever you go  Challenge your box office knowledge with up to date questions about all your favorite movies actors and moreFeatures Tailor your trivia experience to match your favorite genres and eras Earn achievements and track your personal progress Sign in with Tmdb to further customize your trivia questions to your favorite movies;https://f-droid.org/repo/com.movietrivia.filmfacts_2.apk;This version requires Android 7.1 or newer.;https://github.com/jlynchsd/FilmFacts;https://github.com/jlynchsd/FilmFacts/issues;2.0;have full network access <-> reorder running apps <-> com.movietrivia.filmfacts.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Asteroid's Revenge;https://f-droid.org/en/packages/com.game.asteroids_revenge/index.html;It is an endless game where you play as an supernatural asteroid who is tired of the genocide caused by the spaceships from Earth and wants to destroy the planet by doing a kamikazeFeatures  Can be downloaded on Windows and Linux and also on OSX but need someone to try it out Easy to start with minimal controls just a joystick Very short play time can be played easily between small breaks Open source Fully free with no ads Translations available in more than 25 languagesMade with guess the engine it is present among the top 3 engines with the most projects on itchioThis is just a idea i had after watching way too many games where player spaceships shoot down harmless asteroids I thought about them getting revenge and decided to make a game on itWeb version runs on mobile httpsragebreakeritchioasteroidsrevenge;https://f-droid.org/repo/com.game.asteroids_revenge_100094.apk;This version requires Android 5.0 or newer.;https://github.com/Ragebreaker/asteroids-revenge;https://github.com/Ragebreaker/asteroids-revenge/issues;0.10.11;
Mill;https://f-droid.org/en/packages/com.calcitem.sanmill/index.html;A Nine Mens Morris and its variants programRules A player who aligns three of his pieces on a board line has a mill and may remove his opponents pieces Any player reduces to two pieces and has no option to form new mills and thus loses the game If a player cannot move one of his pieces is locked up he has lost the gameFeatures Support many rule variants such as Nine Mens Morris and Twelve Mens Morris Flying rule or no Flying rule Play against the AI or play both sides Adjustable playing strength Highly configurable Color themes Accessibility;https://f-droid.org/repo/com.calcitem.sanmill_4274.apk;This version requires Android 5.0 or newer.;https://github.com/calcitem/Sanmill;https://github.com/calcitem/Sanmill/issues;4.17.0;com.calcitem.sanmill.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Chaldea;https://f-droid.org/en/packages/cc.narumi.chaldea.fdroid/index.html;Chaldea is a crossplatform material planning tool for FateGrand Order supporting Android iOS Windows macOS Linux and Web Chaldea will help masters plan their servants events and materialsFeaturesCross platform Android iOS Windows macOS Linux and WebMultilanguage Simplified Chinese Traditional Chinese English Japanese and KoreanDetailed Game Data Servant CE Command Code Mystic Code and so onMaterial PlanningServant rank up ascension active skill append skill costume palingenesis foukun and servant coinEvent plan limited event main story and exchange ticketMaterialItem management find the quests with best drop rateFree Quest SolverGet the best quest farming solution on item demandsCompare the efficiency of each quest with custom item weightSupport ItemBondEXP planningSupport Master MissionWeekly MissionEvent MissionCustom Mission custom mission targetSummon details and Summon SimulatorSQ Planning Currently support predictable parts of SQsticketsfruitsImport DataRecognition for itemactive skillappend skill screenshotsImproved performance by doorholezParsing all game data by sniffing the clients login https traffic dont need manual input Support NAJPCNTWFrom FGO SimulatorMaterialOthersEXP card cost calculatorStatistics on item demands consumed items and servant collectionFateFreedom Orderi14 2021 April Fools mini gameIllustrator and CV list;https://f-droid.org/repo/cc.narumi.chaldea.fdroid_972.apk;This version requires Android 6.0 or newer.;https://github.com/chaldea-center/chaldea;https://github.com/chaldea-center/chaldea/issues;2.5.11;view network connections <-> have full network access <-> read the contents of your shared storage <-> modify or delete the contents of your shared storage <-> cc.narumi.chaldea.fdroid.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> com.google.android.gms.permission.AD_ID <-> 
J2ME Loader;https://f-droid.org/en/packages/ru.playsoftware.j2meloader/index.html;J2ME Loader is a J2ME emulator for Android It supports most 2D and 3D games including Mascot Capsule 3D onesEmulator has a virtual keyboard individual settings for each application scaling support This project is a fork of J2meLoaderTranslations page httpscrowdincomprojectj2meloader;https://f-droid.org/repo/ru.playsoftware.j2meloader_99.apk;This version requires Android 4.0 or newer.;https://github.com/nikita36078/J2ME-Loader;https://github.com/nikita36078/J2ME-Loader/blob/HEAD/README.md/issues;99;access approximate location only in the foreground <-> access precise location only in the foreground <-> pair with Bluetooth devices <-> access Bluetooth settings <-> advertise to nearby Bluetooth devices <-> connect to paired Bluetooth devices <-> discover and pair nearby Bluetooth devices <-> take pictures and videos <-> have full network access <-> show notifications <-> read the contents of your shared storage <-> record audio <-> control vibration <-> modify or delete the contents of your shared storage <-> install shortcuts <-> ru.playsoftware.j2meloader.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Open Sudoku;https://f-droid.org/en/packages/org.moire.opensudoku/index.html;Open Sudoku is an open source sudoku gameFeatures Without advertising we hate it much as you Based on original code of Roman MaAek Several input modes fingerfriendly numpad in the bottom of screen etc Puzzles can be downloaded from web entered by hand or generated using GNOME Sudoku Game time and history Export to sdcard ThemesAny suggestions Go to httpopensudokumoireorg your feedback is welcome;https://f-droid.org/repo/org.moire.opensudoku_20240803.apk;This version requires Android 8.0 or newer.;https://gitlab.com/opensudoku/opensudoku;https://gitlab.com/opensudoku/opensudoku/-/issues;4.0.5;
EVIL SPIN!!;https://f-droid.org/en/packages/evil.spin/index.html;Evil Spin is a free secure and open source App for spinning a wheelIt objectively looks very pretty FeaturesThere are tons of fun features to play around with You can change the appearance of the wheel 2 color palettes are available as of 100 and adjust speed and minimum wheel spin Clicking the animated spin button sets the wheel in motionTo first create a wheel click the EditText at the bottom and enter your desired slicetext Click add and repeat the process until youre done You can also import and export your wheel as a text file in the settings There you can also change how the MainFragment looks see the screenshots To get an example wheel just click the Example Wheel button in the settings and then saveHave fun But remember gambling is evil ;https://f-droid.org/repo/evil.spin_102.apk;This version requires Android 7.0 or newer.;https://github.com/Eve-146T/EVILSPIN/;https://github.com/Eve-146T/EVILSPIN//issues;1.0.2;evil.spin.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION <-> 
Boxcars;https://f-droid.org/en/packages/com.rocket9labs.boxcars/index.html;Boxcars is a client for playing backgammon via bgammonorg a free and open source backgammon service;https://f-droid.org/repo/com.rocket9labs.boxcars_103080.apk;This version requires Android 5.0 or newer.;https://code.rocket9labs.com/tslocum/boxcars-android;https://code.rocket9labs.com/tslocum/boxcars/issues;1.3.8;have full network access <-> 
